date,last_close,blended,gbm,ou,lstm,finbert_adjust_ref
2025-08-18,231.58999633789062,226.92966491434245,231.58454556000825,231.53411817643217,223.82835,231.58999633789062
2025-08-19,231.58999633789062,227.23208024838533,231.58369900460826,231.47852795899712,224.33865,231.58999633789062
2025-08-20,231.58999633789062,227.09031221905664,231.57753211777433,231.42332409010226,224.1095,231.58999633789062
2025-08-21,231.58999633789062,226.70621170548145,231.5872838904784,231.36847218512673,223.47449,231.58999633789062
2025-08-22,231.58999633789062,226.19432631764244,231.58612616537005,231.31392315350982,222.62793,231.58999633789062
2025-08-25,231.58999633789062,225.62183411455717,231.5927708954702,231.2597456489437,221.67937,231.58999633789062
2025-08-26,231.58999633789062,225.02412950394282,231.59224206874464,231.20589788692448,220.6897,231.58999633789062
2025-08-27,231.58999633789062,224.42147102750394,231.58753356170664,231.15239633888362,219.69229,231.58999633789062
2025-08-28,231.58999633789062,223.8248844958744,231.5856189898409,231.099189075081,218.70464,231.58999633789062
2025-08-29,231.58999633789062,223.23982084346974,231.58859319500826,231.0462273462718,217.73555,231.58999633789062
2025-09-01,231.58999633789062,222.66804995541833,231.58971775011858,230.9935857532225,216.78883,231.58999633789062
2025-09-02,231.58999633789062,222.11002024202634,231.58567207958666,230.94131116378676,215.86565,231.58999633789062
2025-09-03,231.58999633789062,221.56671295714355,231.5887640635375,230.88930583608987,214.96606,231.58999633789062
2025-09-04,231.58999633789062,221.03747447884024,231.597252058282,230.83758196070778,214.08922,231.58999633789062
2025-09-05,231.58999633789062,220.5205146895717,231.59498826990603,230.78619752761583,213.23418,231.58999633789062
2025-09-08,231.58999633789062,220.01614460234597,231.5946204530937,230.73515053546737,212.39984,231.58999633789062
2025-09-09,231.58999633789062,219.52338341529196,231.59095305003984,230.68437602565425,211.58525,231.58999633789062
2025-09-10,231.58999633789062,219.0420299169325,231.5886883492057,230.63393449570034,210.78946,231.58999633789062
2025-09-11,231.58999633789062,218.57223382574054,231.59697775841477,230.58379043456532,210.01155,231.58999633789062
2025-09-12,231.58999633789062,218.11291749804215,231.6073969081903,230.5339340339691,209.25081,231.58999633789062
2025-09-15,231.58999633789062,217.66170510655044,231.59390480017126,230.4843984151456,208.50659,231.58999633789062
2025-09-16,231.58999633789062,217.2216186838917,231.60181494701402,230.4351472675017,207.77815,231.58999633789062
2025-09-17,231.58999633789062,216.79045989996754,231.60623843454303,230.38621859615853,207.065,231.58999633789062
2025-09-18,231.58999633789062,216.36639345359558,231.5873301946232,230.33757836957872,206.36662,231.58999633789062
2025-09-19,231.58999633789062,215.95177465016644,231.579986520453,230.28923535069634,205.68248,231.58999633789062
2025-09-22,231.58999633789062,215.5456761268214,231.57544615629791,230.24118344755811,205.01215,231.58999633789062
2025-09-23,231.58999633789062,215.14804435149523,231.57655284130985,230.1933446170218,204.35518,231.58999633789062
2025-09-24,231.58999633789062,214.7582801175169,231.5783655040606,230.14581317972352,203.7112,231.58999633789062
2025-09-25,231.58999633789062,214.3761266853076,231.58022585892388,230.0985527076698,203.07986,231.58999633789062
2025-09-26,231.58999633789062,214.00174170596003,231.58777946433068,230.0516409494814,202.46071,231.58999633789062
